DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
210107884,03/23/2021 12:00:00 AM,03/23/2021 12:00:00 AM,1850,1,Central,158,2,624,BATTERY - SIMPLE ASSAULT,0337 0913 0361 1218 2004 0416,58,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1200 E  7TH                          ST,,34.0395,-118.2405
230307787,03/15/2023 12:00:00 AM,02/20/2023 12:00:00 AM,1,3,Southwest,341,2,354,THEFT OF IDENTITY,1822 0100 0928,33,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,3800 S  CLOVERDALE                   AV,,34.018,-118.3601
240908580,04/29/2024 12:00:00 AM,04/28/2024 12:00:00 AM,2029,9,Van Nuys,941,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,5700 N  SEPULVEDA                    BL,,34.174,-118.4661
241407961,03/28/2024 12:00:00 AM,03/28/2024 12:00:00 AM,900,14,Pacific,1494,1,310,BURGLARY,2004 0344,55,F,B,212.0,TRANSPORTATION FACILITY (AIRPORT),,,AO,Adult Other,310.0,,,,CENTER,EAST                         WY,33.9442,-118.4015
200309799,04/12/2020 12:00:00 AM,04/11/2020 12:00:00 AM,1300,3,Southwest,379,2,940,EXTORTION,0701 0800 1822 0432 1202 0337,62,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940.0,,,,1100 W  39TH                         ST,,34.0155,-118.2947
220910984,07/02/2022 12:00:00 AM,06/26/2022 12:00:00 AM,1500,9,Van Nuys,923,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,21,F,W,513.0,ABATEMENT LOCATION,,,IC,Invest Cont,440.0,,,,14900    HAMLIN                       ST,,34.1887,-118.4575
211910601,07/02/2021 12:00:00 AM,06/29/2021 12:00:00 AM,1905,19,Mission,1917,2,354,THEFT OF IDENTITY,0930 0928 0929,22,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,13000    DRONFIELD                    AV,,34.3107,-118.4409
211412175,05/24/2021 12:00:00 AM,05/24/2021 12:00:00 AM,716,14,Pacific,1464,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 1822 0342 0400 0417 0429 0431,59,M,H,102.0,SIDEWALK,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,230.0,,,,12800 W  RUNWAY                       RD,,33.9753,-118.4197
201816784,09/06/2020 12:00:00 AM,09/06/2020 12:00:00 AM,1500,18,Southeast,1802,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0209 1300 0329 0450,25,F,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,230.0,,,,200 W  87TH                         PL,,33.9579,-118.2774
201606705,03/04/2020 12:00:00 AM,03/03/2020 12:00:00 AM,1100,16,Foothill,1659,1,310,BURGLARY,1402 0417 0321 0344,69,F,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,310.0,998.0,,,6100    SISTER ELSIE                 DR,,34.2544,-118.2673
231814885,08/12/2023 12:00:00 AM,08/11/2023 12:00:00 AM,2200,18,Southeast,1806,1,310,BURGLARY,1402 1609 1607 0329 0344 1409 0213 1822,0,X,X,302.0,FACTORY,,,IC,Invest Cont,310.0,998.0,,,8900 S  CENTRAL                      AV,,33.9556,-118.2564
200111673,05/13/2020 12:00:00 AM,05/11/2020 12:00:00 AM,2300,1,Central,162,1,330,BURGLARY FROM VEHICLE,1307 0344 0329 1609 1822 0377,27,M,H,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,,,,400 W  8TH                          ST,,34.0445,-118.2558
200904945,01/23/2020 12:00:00 AM,01/22/2020 12:00:00 AM,2000,9,Van Nuys,915,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,14400    VOSE                         ST,,34.1985,-118.4467
231712579,07/09/2023 12:00:00 AM,05/27/2023 12:00:00 AM,1424,17,Devonshire,1785,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 1817 0913,21,M,H,408.0,AUTO SUPPLY STORE*,,,IC,Invest Cont,956.0,,,,9100    RESEDA                       BL,,34.2354,-118.5361
221222635,10/31/2022 12:00:00 AM,10/29/2022 12:00:00 AM,1600,12,77th Street,1255,2,624,BATTERY - SIMPLE ASSAULT,0605 1309 1310 0416 0446 1822 0202,40,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,76TH                         ST,VERMONT                      AV,33.9711,-118.2917
220107543,03/02/2022 12:00:00 AM,03/01/2022 12:00:00 AM,1815,1,Central,156,1,330,BURGLARY FROM VEHICLE,1307 0329 1822 0352 1609 0344 0321,53,F,B,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,,,,500    SAN JULIAN                   ST,,34.0446,-118.245
201008117,04/16/2020 12:00:00 AM,04/15/2020 12:00:00 AM,2010,10,West Valley,1035,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 2032 0344 1420 0209,32,F,B,402.0,MARKET,,,IC,Invest Cont,341.0,,,,18300    VANOWEN                      ST,,34.1939,-118.5317
221518714,12/18/2022 12:00:00 AM,12/17/2022 12:00:00 AM,1209,15,N Hollywood,1503,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2032 0344,79,F,W,402.0,MARKET,,,IC,Invest Cont,341.0,,,,6600    LAUREL CANYON                BL,,34.2003,-118.4002
200605155,01/26/2020 12:00:00 AM,01/21/2020 12:00:00 AM,1200,6,Hollywood,648,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344 0385,34,M,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,5700    HAROLD                       WY,,34.0993,-118.3136
200505372,02/03/2020 12:00:00 AM,01/31/2020 12:00:00 AM,2300,5,Harbor,564,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,30,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,100 S  PALOS VERDES                 ST,,33.7433,-118.2813
210408097,04/29/2021 12:00:00 AM,01/13/2021 12:00:00 AM,1200,4,Hollenbeck,453,2,354,THEFT OF IDENTITY,0100,37,M,H,504.0,OTHER RESIDENCE,,,IC,Invest Cont,354.0,,,,600    JUDSON                       ST,,34.0534,-118.2169
211207676,02/27/2021 12:00:00 AM,02/27/2020 12:00:00 AM,230,12,77th Street,1273,2,860,BATTERY WITH SEXUAL CONTACT,2033 1822 0305 0444 0522 0503,43,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,,,,MANCHESTER                   AV,CIMARRON                     ST,33.96,-118.3161
240405738,02/23/2024 12:00:00 AM,02/19/2024 12:00:00 AM,2200,4,Hollenbeck,497,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,3200 E  8TH                          ST,,34.0233,-118.2085
201707675,03/11/2020 12:00:00 AM,03/11/2020 12:00:00 AM,1300,17,Devonshire,1781,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,0,X,X,717.0,HEALTH SPA/GYM,,,IC,Invest Cont,440.0,,,,20900    NORDHOFF                     ST,,34.2355,-118.5885
210806110,02/21/2021 12:00:00 AM,02/21/2021 12:00:00 AM,1420,8,West LA,817,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0429 1202,61,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,WESTWOOD,WEYBURN,34.0626,-118.4453
201106063,02/15/2020 12:00:00 AM,02/13/2020 12:00:00 AM,1515,11,Northeast,1147,1,330,BURGLARY FROM VEHICLE,0344 1605,28,M,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,ALDER,ISABEL,34.1051,-118.2257
201313811,07/12/2020 12:00:00 AM,07/12/2020 12:00:00 AM,1115,13,Newton,1373,1,210,ROBBERY,1822 1309 0448 1313 0305 0326 0377 0344,36,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210.0,451.0,,,CENTRAL                      AV,57TH                         ST,33.9911,-118.2564
221409631,04/22/2022 12:00:00 AM,04/20/2022 12:00:00 AM,1700,14,Pacific,1462,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,JEFFERSON,LINCOLN,33.972,-118.4303
210507815,04/10/2021 12:00:00 AM,04/10/2021 12:00:00 AM,1300,5,Harbor,551,1,510,VEHICLE - STOLEN,,0,,,504.0,OTHER RESIDENCE,,,IC,Invest Cont,510.0,,,,1900 W  SANTA CRUZ                   ST,,33.744,-118.3172
231212895,05/26/2023 12:00:00 AM,04/26/2023 12:00:00 AM,845,12,77th Street,1204,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1501,40,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956.0,,,,1000 W  48TH                         ST,,34.0017,-118.2979
211413579,06/18/2021 12:00:00 AM,06/18/2021 12:00:00 AM,2315,14,Pacific,1494,2,888,TRESPASSING,1501 2004,0,X,X,212.0,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,888.0,,,,500    WORLD WAY,,33.9427,-118.4052
200117183,08/30/2020 12:00:00 AM,08/30/2020 12:00:00 AM,1700,1,Central,148,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1822 1309 1257 1218,3,M,W,102.0,SIDEWALK,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,230.0,,,,5TH,SAN PEDRO,34.0442,-118.2439
201108781,04/27/2020 12:00:00 AM,04/18/2020 12:00:00 AM,2300,11,Northeast,1143,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0352 1606,40,M,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,2100    CEDARHURST                   DR,,34.1102,-118.2852
201224919,11/21/2020 12:00:00 AM,11/21/2020 12:00:00 AM,300,12,77th Street,1248,1,320,"BURGLARY, ATTEMPTED",1607 0329 1822 1202,66,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,320.0,,,,800 W  69TH                         ST,,33.9773,-118.2892
231422194,12/26/2023 12:00:00 AM,12/25/2023 12:00:00 AM,300,14,Pacific,1444,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,33,M,O,101.0,STREET,,,IC,Invest Cont,331.0,,,,1100    PRINCETON                    DR,,33.9862,-118.4462
220906336,03/01/2022 12:00:00 AM,03/01/2022 12:00:00 AM,1500,9,Van Nuys,914,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1309,0,X,X,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,VAN NUYS,VANOWEN,34.1939,-118.4487
231818888,11/04/2023 12:00:00 AM,11/03/2023 12:00:00 AM,1540,18,Southeast,1822,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,100 W  99TH                         ST,,33.9465,-118.2739
230606084,02/18/2023 12:00:00 AM,02/18/2023 12:00:00 AM,2230,6,Hollywood,645,1,210,ROBBERY,1822 0342 0334 0400 0344 0355 0449 0216 2024 0910,19,M,O,911.0,MTA - RED LINE - HOLLYWOOD/HIGHLAND,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210.0,,,,6800    HOLLYWOOD                    BL,,34.1016,-118.3387
241206974,02/20/2024 12:00:00 AM,02/20/2024 12:00:00 AM,2145,12,77th Street,1257,1,351,PURSE SNATCHING,0910 0344 0305 0346 1822 2051 2049,37,F,H,801.0,MTA BUS,,,IC,Invest Cont,351.0,,,,79TH                         ST,VERMONT                      AV,33.9678,-118.2915
220105357,01/24/2022 12:00:00 AM,01/24/2022 12:00:00 AM,200,1,Central,182,2,623,BATTERY POLICE (SIMPLE),0400 1212 2004 1822,0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,623.0,,,,600 W  9TH                          ST,,34.0451,-118.2604
211217248,08/07/2021 12:00:00 AM,08/07/2021 12:00:00 AM,140,12,77th Street,1203,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0302 0334 0432 1822,23,F,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,,,,ST ANDREWS                   PL,47TH                         ST,33.9994,-118.3108
200505153,01/28/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1800,5,Harbor,522,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0408 2000 1814 1309,43,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236.0,,,,800    MCDONALD                     AV,,33.7795,-118.2711
231205108,01/21/2023 12:00:00 AM,01/21/2023 12:00:00 AM,200,12,77th Street,1241,1,210,ROBBERY,0334 0344,26,M,O,707.0,GARAGE/CARPORT,106.0,UNKNOWN FIREARM,IC,Invest Cont,210.0,,,,6500    BRYNHURST                    AV,,33.9806,-118.3338
232117135,11/30/2023 12:00:00 AM,11/30/2023 12:00:00 AM,1600,21,Topanga,2125,2,886,DISTURBING THE PEACE,0913 2000,40,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,886.0,,,,21900    SATICOY                      ST,,34.2119,-118.6017
222004268,01/08/2022 12:00:00 AM,01/08/2022 12:00:00 AM,5,20,Olympic,2031,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0447 0917 1266 1822,34,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,230.0,,,,3800    WILSHIRE                     BL,,34.0617,-118.3091
221221241,09/27/2022 12:00:00 AM,09/24/2022 12:00:00 AM,1437,12,77th Street,1209,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,27,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,400 W  47TH                         ST,,34.001,-118.2811
231011821,07/22/2023 12:00:00 AM,07/21/2023 12:00:00 AM,2035,10,West Valley,1088,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325 0344 0216,0,M,W,403.0,DRUG STORE,,,IC,Invest Cont,442.0,,,,16100    VENTURA                      BL,,34.1564,-118.4837
230709203,05/02/2023 12:00:00 AM,05/01/2023 12:00:00 AM,120,7,Wilshire,715,1,310,BURGLARY,0344,22,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,7200    BEVERLY                      BL,,34.0782,-118.3463
220610488,05/17/2022 12:00:00 AM,05/17/2022 12:00:00 AM,600,6,Hollywood,645,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822 1501 1300,27,F,H,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,1700    ORCHID                       AV,,34.103,-118.3402
200321305,12/06/2020 12:00:00 AM,11/20/2020 12:00:00 AM,945,3,Southwest,361,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,4000    URSULA                       AV,,34.0127,-118.3525
241008017,04/21/2024 12:00:00 AM,04/21/2024 12:00:00 AM,2140,10,West Valley,1018,2,624,BATTERY - SIMPLE ASSAULT,0361 0429 1206 0446 0913 0444 1202 0603 1701 0416,65,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,16000    CANTLAY                      ST,,34.2022,-118.4815
220804991,01/23/2022 12:00:00 AM,10/31/2021 12:00:00 AM,1700,8,West LA,889,2,860,BATTERY WITH SEXUAL CONTACT,1822 0522 1259,17,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,860.0,,,,2000 S  HOLT                         AV,,34.0412,-118.3814
211114512,10/23/2021 12:00:00 AM,10/23/2021 12:00:00 AM,810,11,Northeast,1113,2,624,BATTERY - SIMPLE ASSAULT,0416 1817 0356,25,F,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,2900    COLORADO                     BL,,34.1428,-118.2281
220311107,05/19/2022 12:00:00 AM,05/09/2022 12:00:00 AM,2229,3,Southwest,354,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1822,26,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,3600    3RD                          AV,,34.0229,-118.3201
200409789,06/14/2020 12:00:00 AM,06/10/2020 12:00:00 AM,2130,4,Hollenbeck,453,2,624,BATTERY - SIMPLE ASSAULT,0913 0401 0444 1810,49,F,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,1800    PENNSYLVANIA                 AV,,34.0475,-118.2169
221911408,06/30/2022 12:00:00 AM,06/30/2022 12:00:00 AM,2300,19,Mission,1902,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,505.0,MOTEL,,,IC,Invest Cont,740.0,,,,14900    ROXFORD                      ST,,34.3233,-118.4602
231906256,02/22/2023 12:00:00 AM,02/22/2023 12:00:00 AM,440,19,Mission,1985,2,901,VIOLATION OF RESTRAINING ORDER,2038 0561,67,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,901.0,,,,8800    TOBIAS                       AV,,34.2299,-118.4517
231505861,02/14/2023 12:00:00 AM,02/13/2023 12:00:00 AM,1700,15,N Hollywood,1567,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1300 2000 1814 0416 0400,25,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,4400    CARTWRIGHT                   AV,,34.1504,-118.3631
221811261,05/23/2022 12:00:00 AM,05/23/2022 12:00:00 AM,1130,18,Southeast,1834,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,AVALON                       BL,103RD                        ST,33.9398,-118.2611
240907784,04/09/2024 12:00:00 AM,04/07/2024 12:00:00 AM,1,9,Van Nuys,911,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0417 0432 1813 2000,28,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",204.0,FOLDING KNIFE,IC,Invest Cont,236.0,434.0,,,15300    GAULT                        ST,,34.1993,-118.4662
200915978,10/16/2020 12:00:00 AM,10/15/2020 12:00:00 AM,2030,9,Van Nuys,985,1,210,ROBBERY,0416 0417 1822,46,M,X,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,4400    VAN NUYS                     BL,,34.1509,-118.4487
200312999,06/19/2020 12:00:00 AM,06/19/2020 12:00:00 AM,1345,3,Southwest,392,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0329 1821 1813 1243 1241,32,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,5100    7TH                          AV,,33.9964,-118.3247
231704020,01/01/2023 12:00:00 AM,01/01/2023 12:00:00 AM,900,17,Devonshire,1793,2,354,THEFT OF IDENTITY,1822 0100 0935 0922,26,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,19100    BRYANT                       ST,,34.2272,-118.5492
230808300,04/01/2023 12:00:00 AM,03/30/2023 12:00:00 AM,1700,8,West LA,824,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,40,F,W,507.0,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,740.0,,,,300    UPPER MESA                   RD,,34.0332,-118.5152
201408402,03/17/2020 12:00:00 AM,03/16/2020 12:00:00 AM,1630,14,Pacific,1465,2,624,BATTERY - SIMPLE ASSAULT,0400 0444,58,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,11800    BRAY                         ST,,33.9898,-118.4068
221607482,04/20/2022 12:00:00 AM,04/20/2022 12:00:00 AM,1655,16,Foothill,1684,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0913 0400 0429,64,F,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,8300    AMBOY                        AV,,34.2216,-118.3908
220612612,07/02/2022 12:00:00 AM,06/21/2022 12:00:00 AM,1056,6,Hollywood,663,2,354,THEFT OF IDENTITY,0377 1822 1501 0344 0930,34,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,1200 N  SYCAMORE                     AV,,34.0926,-118.3428
201214432,06/10/2020 12:00:00 AM,06/10/2020 12:00:00 AM,1300,12,77th Street,1253,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0913 0421 0432 0319 0302,33,F,B,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,AO,Adult Other,230.0,,,,7500 S  DENKER                       AV,,33.9709,-118.3112
200412670,09/12/2020 12:00:00 AM,09/11/2020 12:00:00 AM,1715,4,Hollenbeck,441,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,500 N  MISSION                      RD,,34.0543,-118.2258
200704556,01/11/2020 12:00:00 AM,01/11/2020 12:00:00 AM,1245,7,Wilshire,729,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,52,F,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,100 N  LARCHMONT                    BL,,34.073,-118.3236
210212996,08/08/2021 12:00:00 AM,08/07/2021 12:00:00 AM,900,2,Rampart,299,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,1300 W  PICO                         BL,,34.043,-118.2734
